"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1481",146711,"toys",NA,4.5,6,20,79.8,1314
"1482",165103,"other","premium",3.4,1,28,24.6,2473
"1483",201653,"other",NA,4.2,15,NA,38.2,3379
"1484",203455,"other","off_brand",4.8,13,26,45,1917
"1485",131965,"toys","premium",4.6,11,17,59.5,1134
"1486",111627,"health","premium",3.8,6,10,45.9,1323
"1487",153736,"other","off_brand",4.4,9,22,43.3,1963
"1488",212344,"health","premium",4.7,5,25,67.8,2749
"1489",156552,"food","premium",4.5,14,23,47.1,858
"1490",197946,"food","off_brand",4.4,6,30,102.9,2873
"1491",238664,"toys","premium",4.7,17,25,87.9,3558
"1492",113527,"health","premium",4.7,6,15,93.3,1193
"1493",238105,"toys","off_brand",4.8,3,15,80.6,2917
"1494",118308,"toys","off_brand",4.3,10,16,74.5,974
"1495",134161,"health",NA,4.4,4,7,27.2,859
"1496",224991,"toys","premium",4.2,24,32,42.8,3054
"1497",139646,"health","off_brand",4.6,9,18,61.1,1013
"1498",196329,"toys","off_brand",4.3,3,21,93.1,3423
"1499",219721,"toys","off_brand",4.6,3,NA,6.7,3151
"1500",151350,"health","off_brand",4.7,6,NA,82.7,922
"1501",204865,"toys","off_brand",4.5,4,NA,69.1,2349
"1502",93778,"toys","premium",4.2,13,24,37.2,861
"1503",82498,"health","premium",3.5,2,16,60.7,2033
"1504",167998,"other","premium",3.3,5,14,48.4,3229
"1505",96338,"toys","off_brand",3.5,8,26,NA,1934
"1506",136076,"other","premium",4,9,17,52.8,2289
"1507",98938,"health",NA,3.1,5,12,41.1,1692
"1508",206529,"food","premium",4.2,2,21,83.3,2640
"1509",190269,"health","off_brand",4.8,2,28,32.9,2090
"1510",152428,"other","off_brand",4.9,3,27,34.9,1313
"1511",218329,"health","off_brand",4.5,8,NA,71.7,2879
"1512",231446,"other","premium",4.7,9,25,45.9,3426
"1513",176705,"other","off_brand",3.7,7,28,33.8,3486
"1514",269336,"health","off_brand",4.8,11,24,39.3,3572
"1515",127156,"health","premium",4,14,23,34.1,1497
"1516",190227,"food","premium",4.6,10,9,54.4,835
"1517",56640,"toys","off_brand",3.2,1,9,78.1,1626
"1518",83068,"toys","premium",4.2,5,15,98.9,887
"1519",138647,"health","premium",4.8,8,25,43.7,1713
"1520",74906,"toys","premium",4.3,4,11,45.6,1002
"1521",115336,"food","off_brand",3.2,3,13,58.2,1353
"1522",116389,"health","premium",3.9,5,11,23.8,941
"1523",131751,"health","off_brand",3.8,5,24,15.3,1810
"1524",158004,"health","premium",4.7,21,12,27,847
"1525",89054,"health","off_brand",4,2,10,49.4,899
"1526",120029,"toys","premium",4.3,8,28,47.6,1146
"1527",44001,"other","premium",3,2,NA,42,1358
"1528",136963,"health","off_brand",4.9,1,19,8.5,1218
"1529",123321,"toys","off_brand",4.1,15,22,87.6,2262
"1530",223627,"toys","off_brand",4.5,15,10,55.4,2318
"1531",182590,"other","off_brand",4.6,8,22,50.9,2479
"1532",231926,"toys","off_brand",4.4,22,8,75.7,2823
"1533",118160,"toys","premium",3.5,7,NA,47.7,2818
"1534",115434,"toys","premium",4,3,28,28.8,1895
"1535",118936,"health","premium",3.7,24,13,72.6,1981
"1536",181531,"toys","off_brand",4.7,17,20,17.7,1348
"1537",132238,"health","off_brand",4.3,2,33,107.6,1928
"1538",107893,"toys","off_brand",3.2,3,29,59.6,2268
"1539",171264,"other","off_brand",4.6,3,18,47.1,1231
"1540",139571,"toys","premium",3.9,3,25,37.3,3094
"1541",181510,"other","premium",4.8,7,18,26.7,2591
"1542",149536,"health","premium",3.7,2,18,86,2872
"1543",137924,"toys","off_brand",4.3,15,18,92.5,952
"1544",100797,"food","off_brand",3.6,12,15,71.9,1031
"1545",161801,"toys","premium",3.9,2,15,44,2842
"1546",172126,"health","off_brand",4.9,5,18,33.9,930
"1547",165182,"other","off_brand",4.4,4,17,49.3,2763
"1548",173377,"health","off_brand",4.4,15,20,42.4,2693
"1549",137674,"toys","off_brand",4.5,6,16,74.7,1436
"1550",127566,"health","off_brand",4.3,9,31,17.6,1502
"1551",123308,"food","off_brand",3.1,6,18,59.4,1721
"1552",126959,"health","off_brand",4.1,4,26,27.8,1418
"1553",162907,"toys","premium",4,4,30,54.2,2744
"1554",102303,"health",NA,3.8,4,28,53.8,2246
"1555",120384,"health",NA,4.2,5,23,61.9,1369
"1556",167680,"food","off_brand",4.2,9,30,72.8,1347
"1557",57613,"toys","premium",4.3,13,29,34.6,999
"1558",171121,"toys","off_brand",4.2,13,20,43.3,1802
"1559",184816,"health","off_brand",3.7,3,22,27.9,2619
"1560",108731,"health","off_brand",3.4,8,26,55.6,1762
"1561",103377,"toys","off_brand",4.2,5,26,45.5,2064
"1562",106286,"health","off_brand",3.3,1,11,30.8,1364
"1563",169013,"health","off_brand",4.6,18,21,NA,1166
"1564",189089,"health","premium",4.4,9,23,NA,2654
"1565",192295,"other","premium",4.3,9,25,50.6,2613
"1566",212466,"toys","premium",4.6,3,29,59.1,2739
"1567",201871,"health","off_brand",4,18,25,26.6,3197
"1568",233647,"health","premium",4.8,14,18,NA,2852
"1569",170825,"food","premium",4.3,6,16,24.9,2770
"1570",184417,"health","off_brand",4.9,2,15,NA,2176
"1571",170775,"food","off_brand",4.2,4,21,74.2,1940
"1572",155191,"toys","off_brand",4.8,2,29,80.5,1175
"1573",156976,"food",NA,4.1,5,13,44.5,2627
"1574",195523,"food","off_brand",4.6,5,15,55.7,1713
"1575",126405,"health","premium",4.8,1,22,44.3,751
"1576",264266,"food","off_brand",4.8,14,15,64,2340
"1577",113491,"toys","off_brand",4.2,7,18,83.1,1623
"1578",89389,"toys",NA,4.3,9,27,27.6,692
"1579",204539,"health","off_brand",3.9,4,18,42.6,3861
"1580",116262,"toys","premium",4.2,12,10,89.5,1061
"1581",125247,"health","premium",4.5,5,28,61.8,800
"1582",197312,"food","premium",4.1,1,11,27.6,2949
"1583",180050,"food","premium",4.5,5,22,57,1972
"1584",120011,"health","premium",4.8,2,22,64.2,994
"1585",113452,"health","off_brand",4.5,2,24,60.3,895
"1586",153090,"health","off_brand",4.1,15,38,48.7,1842
"1587",102032,"other","off_brand",4,12,24,48.3,1029
"1588",187504,"health","premium",4.2,11,23,19.1,2701
"1589",248204,"health","off_brand",4.7,9,23,55.5,3281
"1590",206893,"health",NA,4.6,8,20,54.9,2508
"1591",217378,"food","off_brand",4.8,3,26,74.5,2139
"1592",153088,"health","premium",4.2,11,26,5,2224
"1593",191892,"health","off_brand",4.9,9,2,48.4,775
"1594",149253,"toys","off_brand",3.5,4,NA,58.7,2549
"1595",85261,"toys","off_brand",3.2,12,NA,80.3,851
"1596",108508,"toys",NA,4.7,8,24,76.1,619
"1597",62167,"toys","off_brand",4.1,10,16,50.6,875
"1598",152424,"health","off_brand",4.7,8,24,42.6,1111
"1599",114212,"toys","off_brand",4.4,10,6,29.9,811
"1600",157179,"other","off_brand",4.9,2,26,49.5,1950
"1601",124308,"toys","off_brand",4.3,5,NA,63.7,1626
"1602",237932,"toys","off_brand",4.6,11,14,51.9,3283
"1603",97680,"other","off_brand",4.6,4,29,5.7,1007
"1604",79942,"toys","off_brand",4.1,8,28,74.9,827
"1605",94830,"health","off_brand",3.8,3,17,34.4,1283
"1606",187436,"toys","premium",4.3,6,15,46.9,3311
"1607",108569,"toys","off_brand",3.5,203,18,67,1342
"1608",175903,"food","premium",4.1,0,27,26.6,2257
"1609",201258,"health","off_brand",4.7,15,29,45.7,1115
"1610",233480,"toys","off_brand",4.8,6,22,92.4,2377
"1611",145326,"health","off_brand",3.8,8,30,52.9,2337
"1612",69841,"toys","premium",3.6,9,10,48.5,832
"1613",155624,"toys",NA,4.7,6,18,25.4,2320
"1614",98379,"toys","off_brand",4,4,26,80.5,1051
"1615",158146,"toys","premium",4.8,3,30,56.7,1759
"1616",241099,"toys","off_brand",4.7,1,32,68,4266
"1617",117934,"toys","premium",3.9,17,21,58.4,1166
"1618",71085,"health","off_brand",3.2,5,21,64.2,1066
"1619",76402,"health","premium",3.5,9,NA,39.2,1261
"1620",161399,"health","premium",4.9,2,23,70.2,2178
"1621",69009,"toys","premium",3.4,12,23,20.8,1055
"1622",152348,"health","off_brand",3.9,2,15,5,2458
"1623",230256,"health","off_brand",4.5,12,23,84.8,2856
"1624",144001,"health","off_brand",4.5,9,18,17.9,1288
"1625",181331,"other",NA,4.5,6,22,33,1061
"1626",226754,"toys","premium",4.4,16,22,58.1,3336
"1627",142482,"toys","off_brand",4.5,9,NA,96.7,1750
"1628",120288,"health",NA,4.4,13,22,34.6,932
"1629",82142,"health","premium",4.6,2,28,23.3,1217
"1630",149127,"health","premium",4.2,6,19,54.6,2373
"1631",176396,"other","off_brand",4.1,14,34,17.4,2479
"1632",106105,"toys","premium",4.5,1,19,46.1,832
"1633",235065,"toys","off_brand",4.4,16,25,60.2,3230
"1634",201070,"toys","off_brand",4.7,2,15,33.6,3107
"1635",147791,"health","premium",4.7,13,11,67.9,2023
"1636",169257,"health","premium",4.8,14,NA,24,1777
"1637",94425,"health","off_brand",3.7,13,23,NA,896
"1638",157156,"toys","off_brand",3.3,10,14,53.5,3593
"1639",207595,"toys","off_brand",4.5,9,28,53.3,3003
"1640",158451,"food","premium",4.1,6,17,43.5,2226
"1641",140338,"health","premium",3.9,2,24,63.8,2282
"1642",156968,"health","off_brand",4.4,5,32,45.3,2382
"1643",143454,"health","premium",4.7,7,14,NA,868
"1644",103479,"toys","premium",4.4,23,22,33.7,854
"1645",173760,"health","premium",4.2,3,12,22.7,2797
"1646",176794,"toys","premium",3.7,13,22,53.8,2950
"1647",223161,"toys","premium",4.8,10,13,29.1,2336
"1648",145454,"toys","off_brand",4.6,9,29,47.5,1093
"1649",86297,"toys","premium",3.6,2,22,80.5,1808
"1650",50182,"health","premium",3.9,2,26,69.4,788
"1651",92553,"toys","premium",4.6,8,31,44.2,870
"1652",210145,"food","premium",4,5,18,28.1,4379
"1653",82039,"toys",NA,3.6,4,15,45.1,1107
"1654",230373,"health","off_brand",4.8,10,20,36.7,2511
"1655",83562,"other","premium",4.2,8,NA,34.2,1116
"1656",162592,"health","off_brand",4.4,9,14,57.1,1643
"1657",162708,"health","off_brand",4.5,7,NA,70.8,1121
"1658",136023,"toys","off_brand",4.4,15,16,24.7,782
"1659",65473,"health","premium",3.7,17,12,75.9,1048
"1660",124998,"health","premium",3.8,11,17,5,1873
"1661",204621,"other","premium",4.2,5,22,5,3458
"1662",90571,"toys","off_brand",3.7,6,8,71.9,1002
"1663",60956,"toys","premium",4.3,2,28,52.1,1336
"1664",134516,"food","off_brand",4.5,4,30,71.2,688
"1665",200338,"food","off_brand",4.7,6,24,55.3,1819
"1666",108829,"food","off_brand",3.6,5,30,70.8,998
"1667",178351,"health","premium",4.7,20,33,58.3,1935
"1668",207392,"other","off_brand",3.3,4,20,49.4,3385
"1669",156570,"health","off_brand",4.4,4,29,21.7,2973
"1670",123408,"other","premium",3.4,12,19,61.6,1914
"1671",161297,"food","off_brand",4.1,4,14,26.7,1951
"1672",197347,"health","off_brand",4.2,10,20,27.3,1983
"1673",221852,"other","off_brand",4.7,10,18,69.6,1858
"1674",195873,"food","off_brand",4.9,4,13,24.7,2163
"1675",163062,"toys","off_brand",4.6,2,24,69.6,1345
"1676",254644,"health","off_brand",4.8,8,22,44.8,3075
"1677",120529,"food","off_brand",4.6,3,42,57.3,872
"1678",119166,"health","off_brand",3.9,11,27,58.6,1053
"1679",180657,"toys","off_brand",4.4,6,12,60.4,2850
"1680",76965,"other","off_brand",3.6,7,14,49,702
"1681",56639,"toys","premium",3,8,11,NA,670
"1682",147611,"health","off_brand",4.2,3,17,63.4,935
"1683",199102,"toys","off_brand",4.6,7,16,77.9,2464
"1684",250567,"health","off_brand",4.8,12,22,56,3146
"1685",156192,"toys","premium",4.2,11,21,61,2176
"1686",148887,"other","premium",4.7,5,17,45.2,964
"1687",123500,"health","off_brand",4.8,10,25,39,1024
"1688",160296,"toys","premium",4.7,1,NA,NA,2700
"1689",50446,"health","off_brand",3.2,5,16,36,813
"1690",123139,"toys","premium",4.8,1,NA,52.6,1027
"1691",121664,"toys","off_brand",4.4,1,18,83.7,1026
"1692",83520,"toys","premium",4.1,8,18,37.1,1056
"1693",265448,"food","premium",3.5,4,30,11.6,4891
"1694",226552,"health","premium",4.5,5,14,42.7,2773
"1695",143424,"toys","off_brand",3.6,4,16,NA,3958
"1696",179426,"health",NA,4.3,4,NA,34.1,2734
"1697",106018,"toys","off_brand",4,1,33,64.4,2025
"1698",173696,"health","off_brand",3.9,12,19,55.4,2551
"1699",77454,"toys","premium",4,9,31,65.1,1222
"1700",157113,"health","off_brand",3.4,175,23,67.8,2765
"1701",136134,"toys","premium",2.4,1,27,75.3,3203
"1702",127958,"food","premium",3.9,21,21,79.6,678
"1703",112168,"health","premium",4.3,9,9,43,957
"1704",72749,"toys","premium",3.2,9,29,41.5,1641
"1705",171257,"health","off_brand",4.7,14,23,42.5,1078
"1706",201482,"health","off_brand",4.2,19,22,82.8,2849
"1707",251717,"health","off_brand",4.8,13,11,75.3,2312
"1708",102421,"health","premium",2.9,18,32,23.9,1303
"1709",124273,"health","premium",3.9,7,NA,57.1,2525
"1710",209249,"food","off_brand",4.8,5,26,77.9,2773
"1711",152440,"toys","off_brand",3.8,14,22,43.6,2913
"1712",104064,"food","off_brand",4,7,38,63.7,1231
"1713",151978,"health","premium",3.1,2,20,39.6,2939
"1714",192532,"health","off_brand",4.7,3,20,66.3,2195
"1715",170953,"health","premium",4.8,8,22,32.6,2019
"1716",157684,"other","premium",4.8,13,22,43.8,757
"1717",54354,"health","premium",3.4,6,NA,38.9,869
"1718",99205,"toys","off_brand",4.6,1,11,44.9,983
"1719",181840,"food","off_brand",4.3,9,18,72.5,1704
"1720",94837,"health","off_brand",4,5,24,68.8,2000
"1721",121491,"health",NA,4.6,11,19,48.8,639
"1722",125392,"health","off_brand",4.5,8,27,70.7,2469
"1723",188477,"toys","premium",4.8,14,7,64,1531
"1724",63708,"health","off_brand",3.6,4,15,30.6,1180
"1725",142857,"health","off_brand",4.5,8,32,24.9,1629
"1726",91615,"health","premium",4.4,6,30,13.5,1203
"1727",103839,"toys","premium",4,16,25,39,845
"1728",186253,"toys","off_brand",4.8,10,10,46.3,2133
"1729",215338,"health","off_brand",4.5,17,18,50.5,2643
"1730",141401,"health","off_brand",4,7,26,56.3,2347
"1731",116313,"health","premium",4.5,14,24,5.5,825
"1732",176963,"food","off_brand",4.4,7,2,NA,2294
"1733",126024,"toys","off_brand",4.4,10,18,64.5,981
"1734",197047,"toys","premium",4.9,3,11,37,3108
"1735",190592,"health","premium",4.4,6,19,25.7,3119
"1736",122294,"food","off_brand",3.1,13,14,62.9,1050
"1737",157544,"other","off_brand",4.1,16,19,61.8,2365
"1738",216195,"other","premium",4.9,9,13,51.3,2750
"1739",97700,"toys","off_brand",4.1,8,11,31.2,599
"1740",120904,"toys","off_brand",4.4,8,16,61.1,1040
"1741",108805,"health","off_brand",3.9,14,24,34.7,1919
"1742",124575,"toys","off_brand",3.8,3,16,91,1419
"1743",176635,"health","premium",4.8,4,24,53,2218
"1744",48918,"toys","off_brand",3,4,25,82.8,1573
"1745",108565,"toys","premium",3.8,1,8,28.1,1612
"1746",166813,"health","off_brand",4.1,8,27,31.6,1870
"1747",130225,"other","premium",4.2,3,18,33.7,2457
"1748",211868,"other","premium",4.2,13,11,27.3,2936
"1749",177135,"health","premium",4.6,3,13,67,2396
"1750",104608,"toys",NA,4.2,14,17,80.3,1196
"1751",192820,"toys","premium",4.9,8,15,5,1143
"1752",209389,"toys","off_brand",4.6,9,12,48.5,3029
"1753",107857,"toys","premium",4.1,6,24,58,973
"1754",93351,"health","premium",4.7,2,26,53.7,1110
"1755",138790,"food","premium",4.9,10,37,38.4,792
"1756",47470,"health","premium",2.4,2,27,63.7,1091
"1757",148423,"food","off_brand",4.5,5,28,59.8,974
"1758",54890,"health","off_brand",2.2,4,28,37.8,813
"1759",137551,"toys","off_brand",4.5,4,22,82.3,1150
"1760",180257,"toys","premium",4.6,17,24,38.2,2325
"1761",53048,"health","off_brand",3.1,3,19,67.1,1174
"1762",104223,"health","off_brand",3.9,5,18,62.4,2644
"1763",96348,"toys","premium",3.5,0,9,35.3,1909
"1764",147969,"health","premium",4.6,12,14,62.9,769
"1765",206144,"health","premium",4.4,10,30,40.3,2902
"1766",174715,"toys","off_brand",4.7,7,20,88.5,1901
"1767",228580,"toys","off_brand",4.9,7,25,63,2322
"1768",93373,"other","premium",4.8,8,24,41.6,774
"1769",210269,"health","premium",3.9,17,9,18.3,3813
"1770",139115,"health","premium",4.4,6,17,47.3,911
"1771",255836,"food","off_brand",4.1,31,26,57.2,3115
"1772",24586,"toys","off_brand",3.5,9,23,61.1,859
"1773",103062,"toys","premium",4,2,24,42.2,2210
"1774",195235,"food","off_brand",3,5,13,52.1,2304
"1775",90566,"other","off_brand",4.2,1,17,68.8,1435
"1776",105325,"health","off_brand",4.6,6,25,22,881
"1777",179849,"health","off_brand",4.3,3,24,42.3,2770
"1778",214659,"toys","off_brand",4.8,3,11,123.8,2858
"1779",128063,"health","off_brand",4.5,14,22,9.9,1280
"1780",135172,"food","premium",4.5,12,26,30.4,1447
"1781",155919,"food","off_brand",4.1,7,23,34.3,825
"1782",209891,"health","off_brand",4.7,214,15,53.1,2840
"1783",197240,"health","off_brand",4.1,14,18,51.5,3266
"1784",158312,"toys","off_brand",4.8,4,9,82.2,950
"1785",160239,"health","off_brand",3.7,6,13,50.2,3293
"1786",195174,"other","premium",4.4,4,14,30.5,3446
"1787",78963,"food","premium",3.4,3,12,30.8,1100
"1788",196561,"toys","premium",4.5,11,21,52.4,2652
"1789",84931,"food","premium",2.9,14,34,28.7,955
"1790",200664,"health","off_brand",4.5,6,31,23.5,2221
"1791",136099,"toys","off_brand",3.6,1,12,80.7,2648
"1792",91193,"food","premium",3.9,6,NA,74.7,648
"1793",40750,"toys","premium",3.2,5,30,30.4,1492
"1794",212680,"health","premium",4.9,8,13,19.5,1931
"1795",82148,"toys","premium",3.4,7,NA,53,2526
"1796",246935,"health",NA,4.5,19,6,39.3,2765
"1797",109410,"health","off_brand",4.1,10,23,68.6,1513
"1798",211632,"toys","off_brand",4.6,9,NA,87.2,2691
"1799",93855,"other","off_brand",4.4,2,15,17.4,517
"1800",168412,"food","off_brand",4.3,18,12,88.2,1214
"1801",220259,"health","off_brand",4.2,4,19,51.9,2884
"1802",74828,"toys",NA,3.4,8,6,41.8,1012
"1803",160436,"other","off_brand",4.3,1,22,33.8,2475
"1804",215787,"health","premium",4.6,9,NA,46.4,2865
"1805",96109,"other","premium",4,6,10,26.6,686
"1806",202892,"health",NA,4.7,15,NA,5,2036
"1807",57256,"toys","premium",4,2,15,64,964
"1808",159925,"health","off_brand",4.5,7,20,41.8,2070
"1809",221097,"toys","off_brand",4.8,8,19,63.8,3012
"1810",127790,"food","off_brand",4.6,5,17,116.7,1429
"1811",110226,"other","off_brand",3.9,4,18,61.5,1423
"1812",120446,"other","premium",4,10,26,23.1,2118
"1813",210762,"other","premium",4.5,8,16,8.5,2658
"1814",87308,"other",NA,3.9,5,19,33.6,944
"1815",130498,"toys","off_brand",4.2,8,21,55.8,2566
"1816",152543,"toys","off_brand",3.6,3,23,71.2,3014
"1817",57132,"toys","off_brand",3.4,4,22,85,1039
"1818",196931,"health","off_brand",4.1,5,1,58.1,2035
"1819",90112,"health","premium",3.5,10,24,15.7,1159
"1820",162051,"toys","premium",4.7,5,16,61.8,2200
"1821",172311,"health","off_brand",4.3,11,20,75.9,2176
"1822",142953,"health","off_brand",4.7,4,28,NA,1138
"1823",211953,"health","off_brand",4.8,4,22,57.5,2111
"1824",143073,"toys","premium",4.9,2,27,45.2,1095
"1825",185207,"health",NA,4.1,18,26,65.2,3116
"1826",219676,"other","premium",4.6,7,25,44.7,3735
"1827",123893,"health",NA,4.7,4,28,40.6,1790
"1828",138386,"health","premium",3.9,16,18,5,1559
"1829",156418,"toys","off_brand",4.5,11,27,49,644
"1830",168974,"toys","off_brand",4.9,12,18,95.7,844
"1831",88292,"toys","off_brand",4.6,3,26,21.7,857
"1832",207950,"health","off_brand",4.7,6,11,22.4,2436
"1833",81559,"health","premium",4.1,6,20,61.5,1549
"1834",200026,"toys","off_brand",4,2,11,47.7,3560
"1835",93438,"toys","premium",3.5,2,14,19.3,2286
"1836",155914,"food","premium",4.7,6,14,32.4,1260
"1837",76396,"food","premium",4,3,22,9.5,912
"1838",69756,"toys","premium",4.2,7,16,64.8,1115
"1839",142223,"food","off_brand",4.7,3,12,19.6,1086
"1840",112390,"health","off_brand",4.4,6,23,5.2,848
"1841",124113,"health","off_brand",4.3,8,29,46.7,1264
"1842",113068,"toys","off_brand",4.2,10,22,86.7,582
"1843",120098,"health","off_brand",4.3,9,38,78,1282
"1844",176587,"food","premium",4.1,16,30,52.3,2474
"1845",106650,"toys",NA,4.2,3,16,52.8,1846
"1846",204795,"toys","premium",4,13,22,46.7,3910
"1847",113182,"health","off_brand",3.8,2,16,NA,1963
"1848",125489,"health",NA,4.5,4,24,NA,1229
"1849",209550,"health","premium",4.6,17,15,32,2319
"1850",133313,"health","off_brand",4.6,4,25,54.5,739
"1851",118385,"toys","off_brand",4,8,31,39,2626
"1852",139774,"food","off_brand",3.9,4,14,75.5,1740
"1853",24411,"toys","off_brand",3.8,1,24,72.8,866
"1854",126079,"toys","premium",4,9,30,37.1,2090
"1855",195873,"toys","off_brand",4.9,4,25,91.7,2943
"1856",156736,"health","premium",4.6,11,20,46.5,605
"1857",238564,"toys","off_brand",4.2,14,19,72.5,3369
"1858",117186,"health","premium",4.3,12,11,12.9,1681
"1859",84358,"toys","off_brand",4,4,NA,70.4,1623
"1860",216557,"health","off_brand",4.7,11,27,52.9,2881
"1861",207569,"food","premium",3.7,10,14,34.3,3765
"1862",161608,"other","premium",4.6,14,32,16.1,1136
"1863",67912,"toys","premium",4.2,1,16,62.2,997
"1864",147756,"toys","off_brand",4.7,2,12,99.8,875
"1865",78561,"other","premium",4.3,2,14,30.5,846
"1866",162576,"health","off_brand",4.8,8,12,23.1,646
"1867",145713,"toys","premium",4.7,5,22,28.5,786
"1868",133098,"health","premium",4.3,3,19,5,2383
"1869",155135,"health","off_brand",4.1,5,19,33.3,2163
"1870",167744,"food","off_brand",4.2,3,25,74.5,1999
"1871",133111,"toys","off_brand",4.4,7,24,73.2,1046
"1872",218953,"health","off_brand",4.9,7,12,9.5,2473
"1873",157874,"food","off_brand",4.1,8,7,22,1833
"1874",171857,"health","off_brand",4.6,7,20,13.3,903
"1875",103980,"toys","off_brand",3.7,5,21,90.5,2587
"1876",214396,"health","off_brand",4.4,12,25,35.5,3390
"1877",185388,"toys","premium",4.4,7,7,12,2391
"1878",124276,"other","off_brand",4.3,9,18,70.9,1845
"1879",174090,"other",NA,4.6,3,21,25.8,1131
"1880",87548,"health","premium",4.2,6,20,59.2,879
"1881",174522,"toys","off_brand",4.8,16,22,54.4,1822
"1882",140809,"other","off_brand",3.7,5,1,30.3,1502
"1883",228481,"other","off_brand",4.5,19,17,39.5,2488
"1884",153954,"health","premium",4.7,7,30,40.3,1966
"1885",165254,"food","premium",3.5,4,20,44.9,2996
"1886",164834,"health","off_brand",4.5,3,33,30.8,3031
"1887",236182,"food","premium",4.7,10,18,30.4,2402
"1888",206520,"toys","premium",4.8,2,22,52.2,2862
"1889",145214,"health","premium",4.1,3,29,42.3,2637
"1890",86519,"health","off_brand",4.2,3,17,57.5,970
"1891",196454,"health","premium",4.6,15,NA,NA,2584
"1892",141819,"toys",NA,3.2,9,26,42.9,2692
"1893",140282,"toys","off_brand",3.2,14,20,58.6,2321
"1894",142160,"health","off_brand",4.4,6,16,67.4,2200
"1895",176433,"toys","off_brand",4.3,10,19,81.4,3009
"1896",140467,"toys","premium",3.1,4,2,66.8,2287
"1897",172699,"health","premium",4.8,3,3,24.3,1875
"1898",111213,"toys","off_brand",4.1,15,27,81.4,968
"1899",139696,"health","off_brand",4.1,12,12,48,1806
"1900",119572,"toys","premium",3.7,9,30,53.4,2659
"1901",198471,"health","off_brand",3.9,7,26,44.4,3570
"1902",135531,"toys","off_brand",4.2,1,13,30.9,2995
"1903",200219,"toys","premium",4.1,7,6,82,3650
"1904",224031,"health","off_brand",4.7,12,15,76.6,2323
"1905",210317,"health","premium",4,10,20,77.9,2933
"1906",118630,"food","off_brand",4,15,20,55.1,928
"1907",101452,"health","off_brand",2.9,10,25,55.9,1050
"1908",84763,"toys","premium",3.7,6,11,50.5,963
"1909",207330,"toys","premium",3.8,17,21,69.6,2932
"1910",251114,"toys","premium",4.9,6,15,60.6,3394
"1911",87558,"health","off_brand",4.1,5,11,88,1162
"1912",135691,"health","premium",4.1,7,23,16,1125
"1913",158239,"toys","off_brand",4.5,6,13,82,1835
"1914",216140,"toys","off_brand",5,9,17,117.8,1930
"1915",233179,"food","off_brand",4.3,13,22,43.4,2786
"1916",109985,"toys","premium",4.6,5,26,16.5,786
"1917",203715,"toys","off_brand",4.6,20,28,68,2124
"1918",148496,"toys","premium",3.4,24,24,59.2,2123
"1919",187092,"other","premium",4.2,4,21,52.5,3120
"1920",121417,"toys","off_brand",3.9,3,12,72.5,2655
"1921",265335,"health","off_brand",4.9,10,19,28,2699
"1922",171185,"food","off_brand",4,5,6,53,2538
"1923",140038,"health","premium",4,10,NA,6.6,2080
"1924",115960,"toys","off_brand",3.1,4,NA,56.3,2090
"1925",108738,"toys","off_brand",4.1,3,12,44.1,2404
"1926",139442,"toys","off_brand",4,7,18,90.6,2492
"1927",171824,"food","premium",4.6,19,18,46,1197
"1928",146702,"other",NA,4.3,7,17,40.7,2505
"1929",139730,"other","off_brand",4.3,10,26,48,1746
"1930",216386,"other","off_brand",4.7,24,12,49.2,1197
"1931",36108,"health","premium",3.4,9,19,48.1,871
"1932",108803,"toys","premium",4.4,18,25,24,1080
"1933",61468,"other","off_brand",3.5,2,20,36.2,1012
"1934",169079,"toys","off_brand",4.2,11,22,57.9,2394
"1935",129959,"health","premium",3.1,1,9,27.3,3291
"1936",69964,"health","off_brand",2.7,2,22,41.7,885
"1937",137601,"toys","off_brand",4.1,13,21,7.3,1743
"1938",148317,"health","premium",4.2,6,22,44.1,2346
"1939",178033,"food","off_brand",4.7,13,28,26.1,838
"1940",48702,"health","off_brand",3.8,10,27,34.1,365
"1941",142030,"other","premium",4.2,3,10,30.8,1848
"1942",228983,"toys",NA,4.7,8,11,55.2,3316
"1943",151916,"health","premium",4.1,2,29,NA,3185
"1944",102980,"toys","off_brand",2.4,9,26,68.1,2428
"1945",113852,"health","off_brand",4,2,NA,54.9,2202
"1946",202507,"toys","premium",3.4,15,6,33.1,3449
"1947",130247,"food","off_brand",3.7,2,18,34.2,1491
"1948",161792,"food","premium",4.8,1,18,26.1,2173
"1949",160877,"health","off_brand",4.2,3,11,45.6,1858
"1950",197969,"food","premium",4.2,2,31,49.6,3308
"1951",56935,"health","premium",3.2,2,17,20.5,603
"1952",107620,"health","premium",3.6,5,19,41.7,1851
"1953",223922,"health","off_brand",4.3,8,29,49.3,3506
"1954",151974,"health","premium",4.9,5,NA,33.9,834
"1955",248210,"health","off_brand",4.7,18,11,5,2500
"1956",117489,"health","off_brand",4.5,6,11,5,1352
"1957",234532,"health","off_brand",4.4,16,10,36,2827
"1958",115322,"health","off_brand",3.7,2,17,26.7,1869
"1959",96794,"health","off_brand",3.7,9,18,48.6,1905
"1960",90466,"toys","off_brand",3.7,9,17,44.9,1281
"1961",193558,"health","premium",3.9,7,24,5,3196
"1962",100606,"health","off_brand",4.1,8,25,11.9,1208
"1963",197014,"health","off_brand",4.9,9,27,59.9,1986
